text,label,text_label
@USER O'Rourke tell us Texas citizens how you feel about law enforcement officers  . Tell us about your immigration plan. Tell us about your gun control plans. Tell us about your tax plans. If you can't tell us what your views are you can't be Senator.,0,NOT
@USER Breibart=Comic section!,0,NOT
"Tilt my chin back, slit my throat, take a bath in my blood, get to know me",0,NOT
@USER He knows you'll deny him a fair exchange - Based on recent and past interactions with Conservatives - Speaks to your poor ratings.,0,NOT
RT @BeyondBanksy: #BreakingNews #streetart #graffiti #new #mural by duo EtamCru in #Rome #Italy #morning #breakfast #coffee #trash http://t ,0,NOT
like. animal crackers are legit the best snack,0,NOT
@USER @USER Sounds to me like the Pope needs counselled on confession.,0,NOT
"@USER Isn't this bodyshaming""? Good to see the feminists and liberals have no issue with bodyshaming, as long as it's directed towards a man.""",0,NOT
@USER @USER Its what the liberals do. Make stuff up and throw it at the wall and see if anything sticks. Too bad they didnt care about the accusations with credible evidence against slick willie clinton,0,NOT
@Pepper_Redbone @Yankees @Mets Exactly by folks who can't favor to get into that lovely old stadium.,0,NOT
@USER @USER Have you noticed that kavanaugh hasnt actually answered any real question posed on Roe v wade or gun control and even civil rights,0,NOT
@USER I think that some might be wearing nasks and carruing Antifa flags,0,NOT
@USER There is shiva and she is not a boy. URL,0,NOT
This is why my mother isn't allowed to make brownies http://t.co/h0cFT5wcBV,0,NOT
@USER @USER @USER Are you wanting gun control for LEO's?,0,NOT
"@USER @USER @USER @USER Any article headlined: Jesus, the original deplorable"" isn't worth even a second of anyone's time. And the fact that your Fox News watching self is accusing liberals of following their own biases over facts is HILARIOUS. Or, it would be hilarious, if it wasn't so sad. Do better.""",0,NOT
@USER @USER Has to be MK ultra.,0,NOT
@USER @USER @USER What a surprise.... same as antifa. BLM and so on and so on. Soros is Americas worst enemy in HISTORY. He believes the only way to take down the USA is from withing. And hes right. But it's not gunna happen.,0,NOT
@USER @USER @USER @USER @USER Just as I thought we were getting along. URL,0,NOT
@TNKidsFoodPorn @Oreo .............. ,0,NOT
How long after the redskins change their nsme will all memorabilia w/redskind name be deemef racist and therefore illegal? Any thoughts?,0,NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER HONORED TO BE INCLUDED WITH ALL THESE FINE PATRIOTS ! THANK YOU RENA ! #MAGA   DEAN ! @USER URL,0,NOT
"@USER @USER @USER @USER @USER @USER @USER   whatever. It was more than enough for 'Antifa and the rest to stay home! Peaceful. Dignified. On Point. Last time the left did that???????? I'll wait""",0,NOT
@USER I'm sure you are missing the irony here (as does Bojan).,0,NOT
Lmaoo we was sayin this same statement last year RT @DeeSwaggyJay93 Boozer is trash bro I'm done!! ,0,NOT
@USER @USER Lol good,0,NOT
RT @gatorhoops: Ill-advised slant call there.,0,NOT
"I would went in on that ref hell, with a post game interview saying he called me sad and trash.",0,NOT
@USER BOYCOTT THE ANTI AMERICAN NFL. Football ain't all that anyway.,0,NOT
@USER @USER That would be Antifa!,0,NOT
"@USER Thyats what happens when conservatives"" run the show. THey are more interested in not requiring regulations that could prevent these things than in doing whats right for the community. Short term profits are their be all and end all.""",0,NOT
@USER Didn't the polls say Hillary was going to be President???,0,NOT
@USER What ad hominem. He is paid by the e cigarettes industry. In what universe people tend to be neutral when it gets to their paycheck. Get anything out there and it will be cited. Not everybody knows the truth about people motivations. Welcome to planet earth when money talks,0,NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER There isn't one that I know of. URL,0,NOT
@USER Get that boy a pie! Stat!,0,NOT
@USER it would mean so much of an amazing girl (@USER could have some advice from you. She is finally following her dream of being a photographer and would love some tips. Her photos are amazing already so I know she is gonna be an even more amazing later on ,0,NOT
@USER It has been being de-created slowly and stealthily since the CONservatives came to power... Hunt's done a sterling job.,0,NOT
The early bird takes a nap before noon.,0,NOT
@USER I wouldn't be surprised.,0,NOT
"@USER Easy for him to say - he gets brownie points"" for this without having to do any negotiating and if it goes sour, he gets to accuse the federal liberals whom he hates. Good politics, Dougie!""",0,NOT
@USER The American people are going to vote RED on November to save our country from the UNAMERICAN Dems and liberals!,0,NOT
I hate that wee boy wae the squinty eyes in the game of thrones. #Suchaprick #hopehegetskilled,0,NOT
Make sure you Vote REPUBLICAN up and down your ballots. Vote RED for conservative values. Vote Republican candidates only to help our POTUS Trump help Americans to MAGA URL,0,NOT
"@USER @USER How's not going low"" been working for conservatives?""",0,NOT
Thanks God! #maga URL,0,NOT
"@USER @USER Her loss had nothing to do with race or with her being a woman. She is probably the greatest woman tennis player of all time. She has also, always been a temperamental, pampered multi-millionaire, and a sore loser. Serena, you have a great life. Please stop bullying people.""""",0,NOT
anybody want to take me to pollo?,0,NOT
@USER She used her power and authoritative position over this child to manipulate him and get him drunk so she would have him at her disposal. Now she is using her gender as an excuse and claiming the victim assaulted her when we have text messages and pictures that show otherwise,0,NOT
@USER @USER Yup basically another dead cat URL,0,NOT
@USER @USER @USER Awesome!,0,NOT
@USER @USER @USER That's correct. Talk to the trees and rocks about how great Antifa is. They cant give you any feedback. People can see how sick and demented Antifa is. URL,0,NOT
@USER Yes...you are exempted...,0,NOT
@USER The NRA supported gun control when Reagan was governor of california when black people began buying guns.,0,NOT
@USER @USER Sounds to like the FISA court may have a problem too!.  #MAGA   #KAG   #BUILD the WALL ,0,NOT
#HEY Did France's Gun Control Hurt Its Resistance to the Nazis? URL,0,NOT
@USER @USER @USER @USER @USER @USER Oh and thanks for RTing my post! #MAGA #KAG2018 yes we're gonna!,0,NOT
@USER @USER @USER He is the best Warrior  ,0,NOT
@USER Dude you are so right.. one just triggers the other  ,0,NOT
@strawberrycoca ling ling krunkchip,0,NOT
@USER Once again if you look at the timeline the only ones who are so proud of her is liberal or white liberals. Like I tell my Hispanic community when you see liberals offended for minorities becareful these people are not your friend.,0,NOT
@USER Morrows history is he is not going to stay healthy. He's a dominant reliever but his track record is hes going to land on the DL at some point,0,NOT
#Tories #Labour #GE2017 #Conservatives Conservatives URL sajidjavid: Productive discussions with new Pakistan foreign and interior ministers in Islamabad today. Agreed to improve cooperation on anti-corruption and counter-terrorism - v  URL,0,NOT
" She's NOT in charge of the Senate!' WATCH Megyn Kelly UNLOAD on Ford for demanding an FBI investigation"" URL #TCOT #MAGA #RedNationRising""",0,NOT
"""hick and raver is a venn diagram that has a very large intersection""",0,NOT
@USER @USER when it comes to gun control in order to make all of America happy remove all gun list from conservatives. Then take all the guns from card toting Democrats. that way everybody is happy. Everybody is safe,0,NOT
@USER @USER @USER @USER Back then Antifa was called the kkk. They were a known muscle of the Democratic Party URL,0,NOT
@USER Perhaps our politicians should stop using them as reason to ban/confiscate popular firearms. The gun control crowd is making them a target and it is wrong.,0,NOT
You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.,0,NOT
@CCobey @tess_stepakoff there isn't a green one either. There's red and yellow in that pic...,0,NOT
@Ncoleycole u still a mutt tho lol,0,NOT
@USER And yet the liberals keep piling in people from countries like this with ideals like this and preach upon to us women's rights and respect for all. Doesn't make sense to me it's double talk,0,NOT
"#Glory Isaiah Mom asked me if I wanted a brownie I said, no thanks She said what are fasting,",0,NOT
stupid teacher talks to @RandyMower like he's retarded,0,NOT
"2. This lady nails it   ""Brexit seems to have unleashed an angry incivility . Unless moderate #OneNation @USER stand up and fight for a sensible moderate Brexit (for me that's EFTA @USER we risk becoming a #HardBrexit party rejected by moderates and replaced by Corbyn URL",0,NOT
RT @babiesdressup: What a silly little monkey http://t.co/DMKLK4k147,0,NOT
@USER Hollywood is so out of touch.,0,NOT
@USER It's all you need to complete your ANTIFA look.,0,NOT
"@USER James hums in approval and pulls back. Allowing her to help him out of his shirt. Letting it fall to the floor as his hand is brushing along her skin. ""You are beautiful baby.. such an angel. ",0,NOT
RT @paul_lander: Charlie Sheen is engaged to a porn star. I can't be the only one thinking she can do a lot better.,0,NOT
Enjoying My bed. Just perfect For me My Teddy bear and monkey It. #Singlelife #bed #teddybear,0,NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Fluffy was found  ,0,NOT
@USER Let's hunt for it  ,0,NOT
@USER Calling out the #Islamophobic party of Britain @USER to take #Islamophobia seriously. @USER MUST investigate the likes of @USER @USER @USER @USER @USER,0,NOT
Homemade Soup is very good with vegetables on the side with crackers http://t.co/LiRwGwkdzE,0,NOT
@USER @USER She's said before that she will always be praying for him even tho she can't do anything. I'm sure she is heart broken as well at the events,0,NOT
@USER @USER @USER I'd trust mark Dobson over you sorry lot running ( I use that term loosley) our fine city. Stop behaving like a petulant 6 year old and start doing what you are elected for.,0,NOT
"@USER Fixing that headline for you. ""Antifa Protestors Chant We Believe Christine Ford ",0,NOT
Not allowed to play flappy bird around grandma because she swears at me to stop swearing lol,0,NOT
Gas is always cheaper in the ghetto,0,NOT
@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.,0,NOT
@USER @USER We need gun control! Lol,0,NOT
"RT @BestSagittarius: #Sagittarius can be compassionate towards other people when they want to be, especially towards the ones they care abo ",0,NOT
@danram70 pussy. It's science. Donaire via Rachel spelling error,0,NOT
@USER My husband. He is also my first reader always.,0,NOT
@USER You are not alone. I am here with you. Razzinfrazzinmaggle,0,NOT
@USER Well you are dumped,0,NOT
@USER I'm so sorry for your loss and for everyone blaming you yet it was out of your control. You are still an amazing person keep your head up.,0,NOT
@USER Charge!!!! People know how good you are at makeup by pictures! You can't keep doing that you'll be skint!,0,NOT
@USER @USER Omfg   You are so right  ,0,NOT
@WebAntOnYT btw Jim crow laws were supported by democrats not republicans and MLK was a republican #Fact,0,NOT
@Flyers4Cup boy I had no idea that was coming. It's called a smartphone. You're horrible at trash talk,0,NOT
@USER @USER @USER @USER Voting for her as well. Democrat I assume.,0,NOT
@USER @USER @USER @USER It to t dd,0,NOT
I just whipped up these #homemade #pickled #eggs while home being a cripple... Made with #garlic http://t.co/0xKFnW3luF,0,NOT
@USER Drama queen. #WalkAway,0,NOT
#MalcolmX on Liberals..............................wise man! URL,0,NOT
RT @lachlan: So who wants to tell the Washington Post that Charlie Crist is a Democrat? http://t.co/LGzzYusEKZ http://t.co/2jCVv7qxqf,0,NOT
@USER Here's a pic @USER then   Now not so much. Plus #Nike Then   Now not so much. URL,0,NOT
"RT @MTVUK: #Directioners, 1D's @zaynmalik and @Louis_Tomlinson monkey around on set of #StealMyGirl video: http://t.co/sOEbNlR8Re http://t.co ",0,NOT
@ariennajanee its mutual my lil yellow bone ,0,NOT
@USER @USER What are they sheep! Can't they speak for themselves with out that guy telling them what to say. Speaking of Bots I think we found them!!! URL,0,NOT
@USER @USER You are so right,0,NOT
"Charlie Kimball: ""I had nowhere to go"" http://t.co/x5gyZ46koT #IndyCar #MAVTV500",0,NOT
@USER @USER I'll take Snowflake over MAGA lightweight any day of the week. Because I have standards.,0,NOT
A Yankee win makes any day better.,0,NOT
@USER the war on honest conservatives-antifa,0,NOT
#Levi-StraussDoublesDown on Gun Control Push URL URL,0,NOT
@USER @USER @USER @USER Yes. Including the staff and the bureaucracy.,0,NOT
@USER Congratulations! He is so adorable,0,NOT
@USER @USER @USER The conservatives are finding this pill very hard to swallow.,0,NOT
 @whatskillfeed: i guess ill just trash this drawing because of roster changes... http://t.co/2r8wqgE8cR ,0,NOT
RT @renegadecut: Video: Renegade Cut: Snowpiercer An analysis of Bong Joon-ho s sci-fi action film. Topics include... http://t.co/YNT9zS0 ,0,NOT
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I think he's a comrade URL,0,NOT
@USER Antifa has never attacked voters by the way. That's a full on lie. You have the informational diet of thinking cotton candy is a vegetable. You might want to reflect on that.,0,NOT
RT @kamaalrkhan: Sir @ArvindKejriwal career tho apka waise bhi khatam ho chukka. You have become new Amar Singh so try for publicity #Kejr ,0,NOT
RT @TheDiLLon1: Y'all not gonna trash Spirit airlines. I travel w/ them all the time. They even let me fly the plane 4 times. They don't mi ,0,NOT
@chucktodd @meetthepress he was walking and 3 little birds pitch by his doorstep. Singing sweet songs of melodies pure and true. Saying ...,0,NOT
@USER @USER @USER So all ddsl clubs reinvest the money and don't buy houses and cars from the money they make? Actually not sure if you are serious. 100 kids go over every year that's a lot money. You think the ddsl reinvest that ,0,NOT
"@USER Here comes the he was no angel"" argument.   She is guilty of breaking and entering and murder. Who cares about some flowers that may or may not have been planted there by police.""",0,NOT
@USER Agree. People forgetting how good he is.,0,NOT
@USER @USER @USER There's a big risk (for @USER @USER ) many conservatives will drift and stick to parties like Aust Conservatives that'll emerge to cater for this growing dissatisfaction.,0,NOT
@USER @USER Sloppy and pathetic.,0,NOT
@USER @USER @USER *Extremistische Idee,0,NOT
@USER @USER Liberals pitching fits again,0,NOT
@USER He just declassified FISA court info on Carter Page. He is a danger to  security. Loose lips sink ships is his motto,0,NOT
Money hungry hoes they can never get a crumb,0,NOT
"@USER Like if Andrea comes up to you and offers it I believe you should get it because YOU EARNED IT. I've thought that since the beginning of the 1989 tour and I just now met her last week. If you are offered you're not ""taking someone else's slot  because it was you that was offered.",0,NOT
Gotta keep the sox down while they're down! #RedSox #Yankees #mlb,0,NOT
damn lol RT @GlobalGrindNews: Janay Rice speaks on the domestic violence costume that mocks her marriage http://t.co/n6ucidNUuU,0,NOT
I am all in. #MAGA #WWG1WGA URL,0,NOT
@USER He is  ,0,NOT
@USER @USER @USER @USER @USER Most modern conservatives aren't very bright. A lot of our founding fathers were slave-owners who wanted to end slavery in the US. Their principles were far more nuanced and granular than modern conservative principles: shallow principles cannot withstand the test of time.,0,NOT
"@USER That's why you'll ALWAYS hear the @USER say vague words like billionaires"" - while WE will say actual names- like BEZOS, ZUCKERBERG, SOROS, XI, PURDUE - ALL FUND THE @USER Name a billionaire Wall Streeter funding the Conservatives? Name one! Who's corrupt? Really?""",0,NOT
RT @2AFight: Muslim Jihadi? Keep Calm and.... http://t.co/iW6HT090s8 #PJNET #tcot #tgdn #ccot #RedNationRising #teaparty #2A #NRA http://t. ,0,NOT
@YoungJeezy got me feelin like #trappin ain't dead. Got me ready to call the #guala! #Salute da truth! #SeenItAll #SeenItAllTheAutobiography,0,NOT
@USER @USER @USER Actually Texas is a red state that has had TOO MANY liberals move in trying to ruin things. So don't cast aspersions against Texas. It's the liberals from Cali. and Colorado that keep moving in.,0,NOT
RT @ImaPlainJane: @SimplySoulful Uncle Charlie and nem lol,0,NOT
@USER Hard to know where Colin's lips stop and Nike begins,0,NOT
