text,label,text_label
RT @Manstagram_: When your trying to resist the urge to smack a bitch http://t.co/8eQ3xB8Cjb,1,OFFENSIVE
 @joytooawesome: I think this hoe pressed or some shit righttt how many times we asked where they be??ok,1,OFFENSIVE
 @souljaboy: @kmichelle my ananconda don't want none unless u clean those shitty buns Hun ,1,OFFENSIVE
" @hernandezeli_: back then hoes didn't want me, now I'm hot, they all on me. ",1,OFFENSIVE
Another nigga hoe is another nigga problem.@JoseGuapo been had hits.,1,OFFENSIVE
 Oh this bitch Midy must be crazy http://t.co/75LWvtD4oJ,1,OFFENSIVE
RT @Trackstar275: @basedanarchy: when someone brings up your other hoes in front of bae http://t.co/TWbSE6EIJ7 ,1,OFFENSIVE
Shreks on bitches,1,OFFENSIVE
"RT @_Maniac_Mind_: I tell a bitch, go and get my name tatted on her spine so I can feel good when I'm hittin it from behind",1,OFFENSIVE
@_MckenzieNoel miss you bitch,1,OFFENSIVE
RT @SammyLightning_: Any girl that talk about sex on social media is a hoe,1,OFFENSIVE
@coolstorysam @MorgannnDee i thought you had some fucked up birth defect that made your nips heart shaped lmao.,1,OFFENSIVE
"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",1,OFFENSIVE
@FvckMike_ bro this bitch really stood there and was like you gonna give me my penny?,1,OFFENSIVE
@renfro_tiffany @ADawg2016 adawg getcho ghetto booty up,1,OFFENSIVE
"""@Dietrich1892: Yall shut up:p"" make me bitch",1,OFFENSIVE
"@USER @USER @USER @USER Believe all women, even those who can't even offer any specific details."" ""These other women are liars!"" I know liberals are hypocrites, but try to stay consistent through at least one event.""",1,OFFENSIVE
"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",1,OFFENSIVE
"RT @Kash_Stackz: Him: your nudes are safe with me.Her: *sends nudes*Him: *calls homie* aye, why this hoe send me this trash ass nude, yu ",1,OFFENSIVE
@USER @USER We don't watch any NFL games. This guy can shove it in his pie hole.,1,OFFENSIVE
Y'all bitches need to sandos!,1,OFFENSIVE
I just can't date a ghetto ass girl bruh,1,OFFENSIVE
 @BookerTweet_: There's starving children in Africa but this bitch using bananas to plug her butt hole smh http://t.co/DjPgA7QAy5 wtf? ,1,OFFENSIVE
Slide in that hoe DM's like ,1,OFFENSIVE
"Im ice cube, u can call me the grinch. i got ur list but i aint giving u shit, bitch.",1,OFFENSIVE
Talked to Deigo last night my dawg good like that bitch Maegan,1,OFFENSIVE
all these hoes sweating and chasing niggas on this show ,1,OFFENSIVE
"@discordianslip Alright, amateur grease monkey, show me how its done.Wait, that sounds racist...",1,OFFENSIVE
I'm literally about to scream and throw a bitch fit if people don't hurry the fuck up.,1,OFFENSIVE
RT @NotoriousSulo: This dyke is grabbing a handful of imagination http://t.co/JfO4ECzmUl,1,OFFENSIVE
" @mcdonavins: A nigga who gets alot of bitches is not gonna value you like someone else would, youre just ""another one"" lol. Cut that out",1,OFFENSIVE
Shot out to my main bitches and my side bitches ,1,OFFENSIVE
@USER @USER @USER @USER @USER Sir I know the difference pretending to be someone else is lying who you are the age where you from etc etc etc. but thats not the point the point is a lot of people are doing both and they been doing it since forever to kill their victims. And it sucks!!!,1,OFFENSIVE
"RT @ItsSonGoku: Don't Get Spirit Bombed Lil Nigga RT @LeanandCuisine: Dragonball z trash, debate me if you want",1,OFFENSIVE
@USER Gun control kills 3 more people.,1,OFFENSIVE
RT @Bugatti_Bee: Bad bitch her attitude nasty ! Ooh ooh that's my song hoe ' loveoohyie #skyylevelmedia #holipalooza #atl http://t.co/ashAa ,1,OFFENSIVE
RT @NatexHate: Fuck that cock sucker hulk hogan put him in camel clutch fuck his ass make him humble #bitch,1,OFFENSIVE
"I'm just saying, in your twitter pic you look like such a guido and i love it #pattyfuckingboges",1,OFFENSIVE
RT @DaReaLNano1900: Finding a female w/o a hoe record is like tryna find a nigga w/o a felony.,1,OFFENSIVE
This is how you know LHS is ghetto. http://t.co/9eAGkXDGH5,1,OFFENSIVE
@_TheCrownedHead bitch,1,OFFENSIVE
"Tony Parker is making Norris Cole his bitch with the one on one, or just takin him off the dribble an breaking some damn ankles! #GoSpursGo",1,OFFENSIVE
@USER @USER I wonder if antifa will be rioting in the streets after they find out how corrupt the government is,1,OFFENSIVE
@TomcatStraight tounge punching smelly turtle pussy,1,OFFENSIVE
I can't stand a Fag bitch like Fucc get out there and make the MONEY ,1,OFFENSIVE
@kieffer_jason bitch who's fucking playing but you and how would u know what I smoke I don't fuck with friendly ass niggas,1,OFFENSIVE
"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Anal gaping tranny play panty nylon part http://t.co/35oTesnwmx",1,OFFENSIVE
RT @carterreynolds: Austin Mahone is making bitches horny right now...,1,OFFENSIVE
RT @KiiingJaay_: I'm about my commas bitch period,1,OFFENSIVE
 @blyth33s: @chaserojo: .. where the fuck is your top lip http://t.co/iZBPn0Pms9 in my pussy @lilshwenda,1,OFFENSIVE
@USER Disappointed in Taylor. Serena was wrong. don't use your gender to be disrespectful. Serena should apologize to the winner and ref,1,OFFENSIVE
rule number 1 never fuck wit ah bitter babymama dey gon spray u str8 up.... Erica u losing cool points hoe,1,OFFENSIVE
The shit that you bitches brag about is hilarious,1,OFFENSIVE
@Juice__2 faggot,1,OFFENSIVE
nice boobs,1,OFFENSIVE
boobies,1,OFFENSIVE
punda,1,OFFENSIVE
nice boobs,1,OFFENSIVE
boobies,1,OFFENSIVE
punda,1,OFFENSIVE
nice boobs,1,OFFENSIVE
boobies,1,OFFENSIVE
punda,1,OFFENSIVE
nice boobs,1,OFFENSIVE
boobies,1,OFFENSIVE
punda,1,OFFENSIVE
nice boobs,1,OFFENSIVE
boobies,1,OFFENSIVE
punda,1,OFFENSIVE
nice boobs,1,OFFENSIVE
boobies,1,OFFENSIVE
punda,1,OFFENSIVE
nice boobs,1,OFFENSIVE
boobies,1,OFFENSIVE
punda,1,OFFENSIVE
nice boobs,1,OFFENSIVE
boobies,1,OFFENSIVE
punda,1,OFFENSIVE
nice boobs,1,OFFENSIVE
boobies,1,OFFENSIVE
punda,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
RT @amara_banks: I want some taco truck tacos! Brenda and her mom be having them bitches smacking.,1,OFFENSIVE
Life be my bitch and that hoe move when I say so http://t.co/ezO2QUqVhu,1,OFFENSIVE
"RT @_BmoreMartyr: ""@WB_Pooh_3x: What the fuck was wrong with me? Thinking I can wife this hoe. "" ",1,OFFENSIVE
Rosco would get jealous though. He a bitch,1,OFFENSIVE
"RT @laken_heavner: I'm such a bitch, I'm hard to handle, I'm stubborn, and I have an attitude. Sorry to the people who put up with it ",1,OFFENSIVE
RT @DaSmacker: Mariners said moms 21 and over get free ball caps on mothers day. Basically all you young hoes with kids don't get one lol,1,OFFENSIVE
Unloyal girls turn good guys into assholes. andand unloyal guys turn good women into big time bitches...,1,OFFENSIVE
Y'all bitches FAKE ,1,OFFENSIVE
The only thing the Democrats have is lying and stalling to stop Trump from being #President. What have they done for you lately. #Trump #Kavanaugh #MAGA #DEMSUCK,1,OFFENSIVE
top notch hoes get the most not the lesser,1,OFFENSIVE
H8 fake bitches,1,OFFENSIVE
This niggah aaron had me weak last night!,1,OFFENSIVE
"' Hoes on my mind , I fuck hoes all the time . #FatTrel",1,OFFENSIVE
Everyday I wake up I got a different bitch,1,OFFENSIVE
"I don't feel like all black people are niggers but if you're black and you're being a nigger, imma tell you, idc",1,OFFENSIVE
The #Child-#Rape Assembly Line URL via @USER We cannot #trust a #Catholic #priest. We cannot trust a #Jewish #rabbi - Why do we let these #people have #secrets? #GreatAwakening #MAGA @USER,1,OFFENSIVE
"Painting bitches on rooftops, b/c bitches love rooftops",1,OFFENSIVE
ion care who my niggas date b if the bitch make you happy and you cool with her then do you,1,OFFENSIVE
Only a hoe would favorite that...,1,OFFENSIVE
RT @itsDorry: just seen this little yellow nigga who lives in a pineapple.....thats some crazy shit.,1,OFFENSIVE
@USER @USER @USER Most stupid tweet yet...and yes...its a libtard ,1,OFFENSIVE
@zlarge20 bro once I'm there next year I'll make you look like straight trash so enjoy it the little time you have left,1,OFFENSIVE
@USER @USER @USER A useful idiot. No longer need him. Their to busy to be bothered with gun control now. Busy trying figure out how to sway an election in their favor. Not gunna happen  ,1,OFFENSIVE
"RT @j0shlegend: Why is it always the bitches with no money, no job... no contribution to anything financial that have the highest standards ",1,OFFENSIVE
@EdgarGuillenjr @jo_clark6 @blakeanderson21 your a bitch if you hit a girl,1,OFFENSIVE
stupid bitch count to H and get off my phone,1,OFFENSIVE
@Scottt3130 @Brantality @hunterxsfob I think he's retarded or somethin http://t.co/E4P56JkqcX,1,OFFENSIVE
And dis nicca still rapping,1,OFFENSIVE
@USER @USER I seriously believe he is evil..,1,OFFENSIVE
"I have better things to do, like drive my yellow fucking Lamborghini",1,OFFENSIVE
@feliciawolfee thanks hoe ,1,OFFENSIVE
My bitch say I'm in the dog house fuck you mean,1,OFFENSIVE
@USER @USER @USER Don't get on here saying that type of dumb shit,1,OFFENSIVE
 @zekedafreekk: Queen Latifah the only dyke id contemplate fucking.. Rns wait...,1,OFFENSIVE
"@USER @USER @USER @USER Obama claims robust economy belongs to him and Pelosi blames bad economy"" on Trump. These dem dolts are schizo.""",1,OFFENSIVE
RT @TheHolyKuran: Bitches eyebrows be 5% hair and 95% makeup talkin bout eyebrows on fleek smh sit down before i lick my thumb hoe,1,OFFENSIVE
Yo I'm not a bitch but don't take my order right and I will fucking become one.,1,OFFENSIVE
"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",1,OFFENSIVE
Control yo hoes..,1,OFFENSIVE
"RT @frankieboyle: You can ask yourself if you trust Clegg, Cameron and Miliband, or you can vote Yes and never think about the cunts ever a ",1,OFFENSIVE
@USER Could you kiss his ass more? You are a complete disgrace as a Senator #VoteHimOut #VoteBlue #VoteThemOut #Blackmail URL,1,OFFENSIVE
 @fabbymichelle: aw OMG this show made me cry I'm such a pussy man you really are,1,OFFENSIVE
@Cee_Murda94 bitch bye you can't get it,1,OFFENSIVE
"Hoes gon' be hoes, let them be.",1,OFFENSIVE
"@USER Yep. And lots of people think antifa = violent"" and don't understand the context in which they operate and what they're opposing. Like the biggest thing was over a year ago at Unite the Right, where a white supremacist killed someone and several other people were attacked.""",1,OFFENSIVE
RT @Douchekevin: Mustard is yellow.*if my avi was big tits- this would be an epic tweet.,1,OFFENSIVE
"With the bitches @moonsnlullabies, @LaLeaa_, and @DayReeee --- @HookahDrive",1,OFFENSIVE
RT @ChiefOpe: #BadCombinations An Ugly bitch who's loud af,1,OFFENSIVE
@gmalko1 @jakeywakeyz a hour you're home and chillin and I'm working pussy ,1,OFFENSIVE
@ThatBoyACE71 Straight pussy,1,OFFENSIVE
hell yeah I'm being a pussy cat today.. don't forget a sexy one,1,OFFENSIVE
 @flvshy5: Might go to plaq hc bitch who you gone go with,1,OFFENSIVE
RT @Pouyalilpou: this bitch is no help at all http://t.co/Fk5VZaLC54,1,OFFENSIVE
@mza361 I love you and bitches love me.,1,OFFENSIVE
 @surfboard101: @Vomitdatruth lmfaooooo!!!!! U bitch I'm using that shit from now on.,1,OFFENSIVE
@USER @USER @USER Candiace. She is trash.,1,OFFENSIVE
"RT @MonroeDOLL_: Who got time to be ""having dem hoes""!? That's aint wassup no more",1,OFFENSIVE
"RT @MackLovin_: Ctfu, nigga's only call you a bitch when you speaking the truth about em or they don't get they way ",1,OFFENSIVE
@USER @USER Xtc isn't going to help you sleep hahahah but it will help you feel better after how Rockstar is shitting on us. Or did you mean sleeping pills ,1,OFFENSIVE
@USER #LikeNoOther #GameStopContest Laura Croft is great because she is a badass!,1,OFFENSIVE
RT @GottaLuvLexci_: You know these hoes wishy washy,1,OFFENSIVE
RT @SammyLightning_: Silencer up on that .30 that bitch don't make a sound,1,OFFENSIVE
@TrippinC bitch you can tweet but not answer?,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
RT @DaFuckinUnicorn: swag swag swag bitch moooob,1,OFFENSIVE
@USER And they say Russia is the hackers.. Hmmm...,1,OFFENSIVE
@USER @USER @USER @USER do you like/love Louis Farrakhan because he is a racist or an anti Semite? Which one?,1,OFFENSIVE
 @AbstractLife: @Nigel So you still rather have trash ass Geno Smith than Alex?!? You sick man U still cant tell Alex sucks? You blind man,1,OFFENSIVE
RT @LeezusLeeko: yo bitch don't avoid me he wanna spoil me http://t.co/gpcYv2jYRy,1,OFFENSIVE
Hell I believe you too!RT @DaRealQuitaM: @VonshayeB lol I still look good I'm smaller than half these hoes,1,OFFENSIVE
RT @Coolie_GBE300: I'm about to go on http://t.co/9btG26MlgU and be the devil and catfish some hoes.,1,OFFENSIVE
"@_tee13 @SoftestMuffin @TorahBlaze After you spread that filth of urs to that white dog, he and the good ol boys were ltao on fuckin a monkey",1,OFFENSIVE
@Real_Liam_Payne be a pussyas in cat,1,OFFENSIVE
RT @colin_weis: Step up into the gauntlet bitch nuts. I could use something to wipe my ass with,1,OFFENSIVE
@USER om ah BITCH lol i love you domo  ,1,OFFENSIVE
RT @JaiiiiiBree: Bought that hoe a tomb stone since she's dying for Attention R.I.P Bitch ,1,OFFENSIVE
Hate when bitches get boyfriends then forget all about you like you wasn't there before they got together,1,OFFENSIVE
Bitch fuk wat a hater gotta say .......brickk ent ya bitch http://t.co/HuQVaNuWXH,1,OFFENSIVE
@kayliefarmer @bbluedreamm no but if you dare I'll slay your ass. You fruity quaffing tranny.,1,OFFENSIVE
Put the weights back on the rack bitch!! Smdh lol Dick Chaney's! http://t.co/pThwskJhdY,1,OFFENSIVE
@USER Gonna call bullshit on that one.,1,OFFENSIVE
@USER She is so dumb and clueless! Pushing a pipe dream. What fools they are that put her in office. Sad! #FoxNews #SocialismSucks,1,OFFENSIVE
"""I used to dress up like a cop too.""""Oh really?""""Yeah...right after 9/11...mad pussy.""""Really?""""Yes...I'll NEVER FORGET.""",1,OFFENSIVE
She the reason I'm quick to dip out on a bitch.,1,OFFENSIVE
@kieffer_jason @hunterbuch66 @sbsylvester but yo scary ass don't want to see me tho stfu talking am u know where I be at pussy boy,1,OFFENSIVE
"no pillz jus weed kill dat pussy all night, damn right show u right",1,OFFENSIVE
@USER @USER @USER OMG what fuckin' kind of this beauty TT,1,OFFENSIVE
This bitch had horseradish ponytail today she. dyed her bald head ass hair red and put that bitch in a pony tail smh,1,OFFENSIVE
@AceAlford_23 double up on this game bitch,1,OFFENSIVE
@SinexDerek those guys are pussies ,1,OFFENSIVE
RT @Plurizard: I don't burn bridges.. tf I look like holding a grudge and being a lil bitch. Shit happens. You'll be fine.,1,OFFENSIVE
Celebrities teeth really be white as shit. I mean don't get me wrong my shit aint yellow by far but I need whatever toothpaste they be using,1,OFFENSIVE
@USER @USER Pushed to my limits. URL,1,OFFENSIVE
"""You talk like a fag and your shit's retarded. But that's cool scro, lot's of tards out there living total kick-ass lives!""",1,OFFENSIVE
@BIackiechan @TheUncurvable @ToneDaGawd @CurtDatNigga lmfaoooo that's some fag shit man.,1,OFFENSIVE
" @TinnyTimm: u r gey af. But you're my boy I'm glad I'm close with you. You dumb bitch how guys say ""I love you"" ",1,OFFENSIVE
RT @infidelpamelaLC: Mahammad was a bitch. Cause I said so. http://t.co/3w8Gyp4vuz,1,OFFENSIVE
"Yaaaassss. These bitches sad !! ""@FashionNFingers: You don't like me why? ""Cause my friend don't."" that's basically how girls work.""",1,OFFENSIVE
@USER Ms. Clinton - you are a class act. My response to that idiot would likely land me in twitter jail (but would totally be worth it). I hope you run for office one day.,1,OFFENSIVE
@moodym0lly back Atcha bitch!,1,OFFENSIVE
@USER yeah but xenoblade sucks,1,OFFENSIVE
"If a nigca neva told you ""bitch you got some bomb azz puzzy"" kill yaself bitch http://t.co/CZXRV9to4A",1,OFFENSIVE
RT @AlmightyVinny_: I can tell you a freak bitch don't lie to me,1,OFFENSIVE
RT @TomBradysEgo: Sorry bitches it takes more than Luck to beat me.,1,OFFENSIVE
RT @JohnnyFootbalI: Yeah @TigerWoods quit being a bitch about your back. Pop a few Viagra and get your horny ass back to dominating holes o ,1,OFFENSIVE
"RT @lilduval: ""People need to mind they business"" bitch this the Internet. stop posting shit then",1,OFFENSIVE
"@USER @USER You are out of your fucking mind .. NO socialism is good - NO such thing as ""Democratic Socialism  You fool",1,OFFENSIVE
Walk in the party boot up yo hoe,1,OFFENSIVE
@Cotton_Candy9 lmaoooo aye people person so you know lil Rico got hoes hahaha,1,OFFENSIVE
"Aye, Mcdonald'ss got a fire ass frozen strawberry lemonade.. This bitch so wet",1,OFFENSIVE
RT @AndreShakti: Just took electric stim to my pussy! Eeek! Back on @KinkLive in 5 mins! http://t.co/41apcwSmQN,1,OFFENSIVE
@USER I'm not an asshole libtard.,1,OFFENSIVE
RT @itsjustshay__: i swear i care bout everything but these bitches ,1,OFFENSIVE
RT @jaylynnkoliba: @TonyJRodriguez imma get my crew on dis fuckin fag #3hunnad real talk nigga #turn up,1,OFFENSIVE
@Shitter_Gape @OptimisticDoom Hey...hoe di doe...dat is funny if its da girl,1,OFFENSIVE
@USER Holder was the most ethically challenged AG ever. A total disgrace to the office.,1,OFFENSIVE
I swear ion see how broke niccas still out here gettin pussy smh,1,OFFENSIVE
Fitted Girbuad straps? Them bitches would be raw as hell.,1,OFFENSIVE
RT @AYEVERB: On twitter you ho%s can jus take a pic with your ass out and be somebody..smh...,1,OFFENSIVE
@USER I have to be a smart ass some way  ,1,OFFENSIVE
@USER @USER @USER @USER @USER She and Him beign a Joint Acct. Have called Me and Grok everything under the sun The Same Person Women Racist Redneck Antifa KKK Members Grannies (Yes Grannies) Haha Etc It's pretty common when the Fraud Gets Busted to start calling the one's who Busted them hilarious names,1,OFFENSIVE
@USER @USER can go straight the crapper. I'll never support another team again.,1,OFFENSIVE
"@USER 1st Pic: OH MY GOD THE BATMAN V SUPERMAN TRAILER IS AWESOME"" 2nd Pic: ""OH MY GOD BVS IS AWESOME 3rd Pic: ""oh, you dont like BvS and call it a shit movie?? well bitch"" 4th Pic: ""oh, Zack was fired, Henry left and Ben is leaving""""",1,OFFENSIVE
Smfh boy you sound just like them hoes!! RT @K_forKicKs: Idk why everybody be hating on the Puerto Rican princess,1,OFFENSIVE
"@elementjetson thank you mint - happy Mothafuggin birthday too, hoe!! ",1,OFFENSIVE
RT @Roberto0oO0: @kitten_nugget69 @danusaur aye stfu you dyke lookin bitch I'm pretty sure you have a bigger dick than your boyfriend,1,OFFENSIVE
' Leo Apolonio Look this niggah did a drive by on the bike http://t.co/3NisWlPNeC,1,OFFENSIVE
"RT @SLIZRD_WIZRD: 3 point on a bitch like Dirk Nowitzki, up in da club like Dirk Nowitzki.",1,OFFENSIVE
Stop trying to be down honky http://t.co/0MALBNDkn9,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
motherfucker,1,OFFENSIVE
fuckingmaster,1,OFFENSIVE
fucker,1,OFFENSIVE
fucking,1,OFFENSIVE
damn,1,OFFENSIVE  
hell,1,OFFENSIVE  
shit,1,OFFENSIVE  
fuck,1,OFFENSIVE  
bitch,1,OFFENSIVE  
bastard,1,OFFENSIVE  
asshole,1,OFFENSIVE  
dick,1,OFFENSIVE  
pussy,1,OFFENSIVE  
slut,1,OFFENSIVE  
whore,1,OFFENSIVE  
crap,1,OFFENSIVE  
fag,1,OFFENSIVE  
retard,1,OFFENSIVE  
cunt,1,OFFENSIVE  
motherfucker,1,OFFENSIVE  
son of a bitch,1,OFFENSIVE  
piss off,1,OFFENSIVE  
jerk,1,OFFENSIVE  
moron,1,OFFENSIVE
damn,1,OFFENSIVE  
hell,1,OFFENSIVE  
shit,1,OFFENSIVE  
fuck,1,OFFENSIVE  
bitch,1,OFFENSIVE  
bastard,1,OFFENSIVE  
asshole,1,OFFENSIVE  
dick,1,OFFENSIVE  
pussy,1,OFFENSIVE  
slut,1,OFFENSIVE  
whore,1,OFFENSIVE  
crap,1,OFFENSIVE  
fag,1,OFFENSIVE  
retard,1,OFFENSIVE  
cunt,1,OFFENSIVE  
motherfucker,1,OFFENSIVE  
son of a bitch,1,OFFENSIVE  
piss off,1,OFFENSIVE  
jerk,1,OFFENSIVE  
moron,1,OFFENSIVE
damn,1,OFFENSIVE  
hell,1,OFFENSIVE  
shit,1,OFFENSIVE  
fuck,1,OFFENSIVE  
bitch,1,OFFENSIVE  
bastard,1,OFFENSIVE  
asshole,1,OFFENSIVE  
dick,1,OFFENSIVE  
pussy,1,OFFENSIVE  
slut,1,OFFENSIVE  
whore,1,OFFENSIVE  
crap,1,OFFENSIVE  
fag,1,OFFENSIVE  
retard,1,OFFENSIVE  
cunt,1,OFFENSIVE  
motherfucker,1,OFFENSIVE  
son of a bitch,1,OFFENSIVE  
piss off,1,OFFENSIVE  
jerk,1,OFFENSIVE  
moron,1,OFFENSIVE
RT @AndyyDotCom: You gotta be a weak bitch to let a couple tweets get you out of character.,1,OFFENSIVE
@mkkberger juss the way she stands screams bitch! Lmao @mlwberger @bigbergerc,1,OFFENSIVE
You always see some shit on Old York Rd on the late night I done seen like 4 tranny and a midget,1,OFFENSIVE
